Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Unnamed: 11,Item_Outlet_Sales
NCL06,14.65,Low Fat,0.072360203,Household,260.4594,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3531.3018
FDT36,,Low Fat,0.0,Baking Goods,34.3874,OUT019,1985,Small,Tier 1,Grocery Store,,100.90885
FDC56,7.72,Low Fat,0.121709653,Fruits and Vegetables,121.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2033.7875
FDJ26,15.3,Regular,0.084896979,Canned,214.7218,OUT049,1999,Medium,Tier 1,Supermarket Type1,,3237.0066
FDZ59,6.63,Regular,0.104609971,Baking Goods,168.35,OUT017,2007,,Tier 2,Supermarket Type1,,2716.5437
FDV11,,Regular,0.081272315,Breads,176.3054,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4613.453
FDR13,9.895,Regular,0.048072785,Canned,115.3492,OUT010,1998,,Tier 3,Grocery Store,,263.02203
FDI15,13.8,low fat,0.141928373,Dairy,263.6884,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3981.954
FDF47,20.85,Low Fat,0.098015889,Starchy Foods,223.6746,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3104.3545
NCB54,,Low Fat,0.087635835,Health and Hygiene,129.4336,OUT019,1985,Small,Tier 1,Grocery Store,,276.69107
NCK19,,Low Fat,0.090027556,Others,192.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4768.359
FDX16,17.85,Low Fat,0.066182294,Frozen Foods,151.305,OUT017,2007,,Tier 2,Supermarket Type1,,2460.1992
FDL50,12.15,Regular,0.04239889,Canned,126.1046,OUT045,2002,,Tier 2,Supermarket Type1,,1935.7904
NCE31,7.67,Low Fat,0.184808627,Household,35.2216,OUT035,2004,Small,Tier 2,Supermarket Type1,,615.29297
DRJ01,6.135,Low Fat,0.115211251,Soft Drinks,161.6236,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2494.873
FDE22,9.695,Low Fat,0.0295482,Snack Foods,160.392,OUT013,1987,High,Tier 3,Supermarket Type1,,2587.9272
FDY20,,Regular,0.14313853,Fruits and Vegetables,89.0488,OUT019,1985,Small,Tier 1,Grocery Store,,243.46774
NCO14,9.6,Low Fat,0.029703991,Household,44.6086,OUT045,2002,,Tier 2,Supermarket Type1,,652.81744
NCR50,20.2,Low Fat,0.011886946,Household,151.434,OUT017,2007,,Tier 2,Supermarket Type1,,2574.3247
DRM47,9.3,Low Fat,0.044033364,Hard Drinks,191.1846,OUT017,2007,,Tier 2,Supermarket Type1,,3234.621
FDO27,6.175,Regular,0.299738981,Meat,96.1752,OUT010,1998,,Tier 3,Grocery Store,,246.30533
FDJ20,,Regular,0.099689837,Fruits and Vegetables,124.8388,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3031.173
NCX17,21.25,Low Fat,0.113508894,Health and Hygiene,234.73,OUT013,1987,High,Tier 3,Supermarket Type1,,3455.7742
FDG59,15.85,Low Fat,0.043301792,Starchy Foods,36.9164,OUT049,1999,Medium,Tier 1,Supermarket Type1,,633.7386
FDD52,18.25,Regular,0.183666607,Dairy,108.657,OUT045,2002,,Tier 2,Supermarket Type1,,1615.2659
FDO48,15.0,Regular,0.026992588,Baking Goods,221.9456,OUT017,2007,,Tier 2,Supermarket Type1,,3863.2205
FDC59,,Regular,0.095648158,Starchy Foods,63.7168,OUT019,1985,Small,Tier 1,Grocery Store,,161.77187
FDS15,9.195,Regular,0.078378587,Meat,108.0596,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1414.9115
FDB47,8.8,Low Fat,0.071415882,Snack Foods,210.5612,OUT035,2004,Small,Tier 2,Supermarket Type1,,3854.9778
FDV14,,Low Fat,0.077909339,Dairy,87.1856,OUT019,1985,Small,Tier 1,Grocery Store,,241.47557
FDB27,7.575,LF,0.055344027,Dairy,195.3768,OUT013,1987,High,Tier 3,Supermarket Type1,,3120.3848
FDA35,14.85,Regular,0.05382738,Baking Goods,124.1072,OUT035,2004,Small,Tier 2,Supermarket Type1,,2137.2944
FDN51,17.85,Regular,0.021032156,Meat,261.4936,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3806.068
FDO39,,Regular,0.24051168,Meat,181.9608,OUT019,1985,Small,Tier 1,Grocery Store,,396.82712
FDB28,6.615,Low Fat,0.093530571,Dairy,197.7426,OUT049,1999,Medium,Tier 1,Supermarket Type1,,3127.5864
DRJ25,14.6,Low Fat,0.150567513,Soft Drinks,49.5692,OUT046,1997,Small,Tier 1,Supermarket Type1,,806.7659
FDH46,,Regular,0.041082375,Snack Foods,100.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,,2523.0347
FDI10,8.51,Regular,0.078563333,Snack Foods,172.4422,OUT045,2002,,Tier 2,Supermarket Type1,,2950.1816
FDU21,11.8,Regular,0.077032981,Snack Foods,32.7558,OUT018,2009,Medium,Tier 3,Supermarket Type2,,438.93304
FDD09,13.5,Low Fat,0.021529824,Fruits and Vegetables,180.1976,OUT049,1999,Medium,Tier 1,Supermarket Type1,,3041.4219
FDD10,20.6,Regular,0.046020687,Snack Foods,179.3344,OUT046,1997,Small,Tier 1,Supermarket Type1,,2890.219
FDN31,11.5,Low Fat,0.121988749,Fruits and Vegetables,191.453,OUT010,1998,,Tier 3,Grocery Store,,497.27216
FDA46,13.6,Low Fat,0.118114653,Snack Foods,196.4136,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3035.133
FDM56,16.7,LF,0.070191589,Fruits and Vegetables,107.9912,OUT046,1997,Small,Tier 1,Supermarket Type1,,1660.2875
FDF11,10.195,Regular,0.029511051,Starchy Foods,239.6538,OUT010,1998,,Tier 3,Grocery Store,,652.41956
FDS32,17.75,Regular,0.029774711,Fruits and Vegetables,140.0838,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1780.9225
NCM06,7.475,Low Fat,0.075664878,Household,152.7656,OUT013,1987,High,Tier 3,Supermarket Type1,,2361.459
FDZ26,11.6,Regular,0.144309477,Dairy,239.5222,OUT045,2002,,Tier 2,Supermarket Type1,,3882.6902
FDO01,21.1,Regular,0.020701414,Breakfast,130.1994,OUT013,1987,High,Tier 3,Supermarket Type1,,2088.429
FDJ46,11.1,Low Fat,0.044893127,Snack Foods,174.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2821.265
FDG26,,Low Fat,0.074674387,Canned,257.833,OUT019,1985,Small,Tier 1,Grocery Store,,675.9104
FDZ38,17.6,Low Fat,0.007999506,Dairy,174.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,,3138.301
NCO55,12.8,Low Fat,0.09096147,Others,105.2938,OUT013,1987,High,Tier 3,Supermarket Type1,,1725.3523
FDT60,12.0,Low Fat,0.075534025,Baking Goods,123.9388,OUT035,2004,Small,Tier 2,Supermarket Type1,,2080.8542
FDW37,19.2,Low Fat,0.124243256,Canned,91.6488,OUT049,1999,Medium,Tier 1,Supermarket Type1,,1391.0883
NCK42,7.475,LF,0.013173474,Household,214.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2838.3904
FDA45,21.25,Low Fat,0.15537968,Snack Foods,175.437,OUT046,1997,Small,Tier 1,Supermarket Type1,,2346.482
FDW55,12.6,Regular,0.0,Fruits and Vegetables,250.8092,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3744.222
FDY44,14.15,Regular,0.024542601,Fruits and Vegetables,196.011,OUT017,2007,,Tier 2,Supermarket Type1,,3253.9138
FDQ31,5.785,Regular,0.054151798,Fruits and Vegetables,85.8856,OUT017,2007,,Tier 2,Supermarket Type1,,1377.2119
FDM09,11.15,Regular,0.086065145,Snack Foods,171.179,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2970.8132
FDH12,9.6,Low Fat,0.085299728,Baking Goods,105.228,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1410.803
NCQ43,17.75,Low Fat,0.0,Others,109.8912,OUT035,2004,Small,Tier 2,Supermarket Type1,,1736.6786
FDT33,7.81,Regular,0.033984229,Snack Foods,166.8158,OUT035,2004,Small,Tier 2,Supermarket Type1,,2720.9246
NCT41,15.7,Low Fat,0.056218371,Health and Hygiene,150.3024,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2199.3865
DRJ25,14.6,Low Fat,0.252019149,Soft Drinks,50.3692,OUT010,1998,,Tier 3,Grocery Store,,170.04129
NCQ41,14.8,Low Fat,0.019480391,Health and Hygiene,196.5794,OUT046,1997,Small,Tier 1,Supermarket Type1,,3100.6094
NCN17,11.0,Low Fat,0.055024445,Health and Hygiene,100.8358,OUT049,1999,Medium,Tier 1,Supermarket Type1,,1606.6166
DRO35,,Low Fat,0.034402948,Hard Drinks,117.7492,OUT027,1985,Medium,Tier 3,Supermarket Type3,,2727.9412
FDU27,18.6,Regular,0.0,Meat,48.5376,OUT018,2009,Medium,Tier 3,Supermarket Type2,,659.8222
FDY43,,Low Fat,0.0,Fruits and Vegetables,169.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4364.7095
FDG46,8.63,Regular,0.032903434,Snack Foods,115.7518,OUT035,2004,Small,Tier 2,Supermarket Type1,,1946.8572
DRL49,13.15,Low Fat,0.056658892,Soft Drinks,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2099.4077
NCB55,15.7,Low Fat,0.16091281,Household,58.0562,OUT049,1999,Medium,Tier 1,Supermarket Type1,,864.7128
FDK28,5.695,Low Fat,0.065691881,Frozen Foods,259.4646,OUT049,1999,Medium,Tier 1,Supermarket Type1,,4264.7603
FDO49,10.6,Regular,0.0,Breakfast,49.4008,OUT045,2002,,Tier 2,Supermarket Type1,,783.07007
FDT03,21.25,Low Fat,0.009990442,Meat,182.2608,OUT013,1987,High,Tier 3,Supermarket Type1,,2176.9177
FDW33,,Low Fat,0.098640592,Snack Foods,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,,2739.4077
FDR02,16.7,Low Fat,0.022061503,Dairy,110.2886,OUT035,2004,Small,Tier 2,Supermarket Type1,,1893.2754
FDF50,4.905,Low Fat,0.117232711,Canned,198.2768,OUT013,1987,High,Tier 3,Supermarket Type1,,3074.796
FDA40,16.0,Regular,0.099675598,Frozen Foods,88.6856,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1151.4755
NCT53,5.4,Low Fat,0.0,Health and Hygiene,164.9526,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2310.3105
FDY60,10.5,Regular,0.026365956,Baking Goods,141.9128,OUT035,2004,Small,Tier 2,Supermarket Type1,,2362.7478
FDP44,,Regular,0.079327559,Fruits and Vegetables,102.7332,OUT027,1985,Medium,Tier 3,Supermarket Type3,,2710.0347
NCQ50,18.75,Low Fat,0.034376924,Household,213.8218,OUT045,2002,,Tier 2,Supermarket Type1,,3396.4153
NCC30,16.6,Low Fat,0.027735197,Household,177.9344,OUT017,2007,,Tier 2,Supermarket Type1,,2885.1863
FDQ60,6.195,Regular,0.109819987,Baking Goods,120.6098,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1818.2098
FDG41,8.84,Regular,0.076562109,Frozen Foods,109.1228,OUT046,1997,Small,Tier 1,Supermarket Type1,,1688.5201
FDQ03,15.0,Regular,0.0,Meat,237.0248,OUT046,1997,Small,Tier 1,Supermarket Type1,,3639.272
FDM03,12.65,Low Fat,0.123280308,Meat,106.7938,OUT045,2002,,Tier 2,Supermarket Type1,,1831.4982
FDZ51,11.3,Regular,0.054775045,Meat,93.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1236.0552
DRF51,15.75,Low Fat,0.165806866,Dairy,38.7506,OUT035,2004,Small,Tier 2,Supermarket Type1,,686.4775
FDF39,14.85,Regular,0.019621652,Dairy,261.491,OUT017,2007,,Tier 2,Supermarket Type1,,4313.6
FDW52,14.0,reg,0.037515445,Frozen Foods,163.2526,OUT035,2004,Small,Tier 2,Supermarket Type1,,2816.925
FDY22,16.5,Regular,0.0,Snack Foods,145.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2581.7202
FDG14,9.0,Regular,0.050458688,Canned,150.1024,OUT013,1987,High,Tier 3,Supermarket Type1,,2398.2324
FDA57,18.85,Low Fat,0.039867841,Snack Foods,39.748,OUT017,2007,,Tier 2,Supermarket Type1,,672.0233
FDL45,,Low Fat,0.065986538,Snack Foods,126.6704,OUT019,1985,Small,Tier 1,Grocery Store,,299.8288
FDX28,6.325,Low Fat,0.125178121,Frozen Foods,97.5042,OUT046,1997,Small,Tier 1,Supermarket Type1,,1593.7769
NCQ54,17.7,Low Fat,0.012531938,Household,169.8474,OUT013,1987,High,Tier 3,Supermarket Type1,,2900.5374
FDH40,11.6,Regular,0.079089643,Frozen Foods,80.3276,OUT045,2002,,Tier 2,Supermarket Type1,,1281.7804
FDU52,7.56,Low Fat,0.063758802,Frozen Foods,157.363,OUT035,2004,Small,Tier 2,Supermarket Type1,,2699.0234
FDT60,12.0,Low Fat,0.126452383,Baking Goods,123.6388,OUT010,1998,,Tier 3,Grocery Store,,271.9854
FDK08,9.195,Regular,0.122552762,Fruits and Vegetables,99.9016,OUT045,2002,,Tier 2,Supermarket Type1,,1326.0775
FDN04,11.8,Regular,0.014108959,Frozen Foods,179.4344,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2866.732
FDE50,19.7,Regular,0.01619216,Canned,187.4556,OUT013,1987,High,Tier 3,Supermarket Type1,,3054.8557
FDI16,14.0,Regular,0.135986797,Frozen Foods,51.364,OUT049,1999,Medium,Tier 1,Supermarket Type1,,801.0338
FDM50,13.0,Regular,0.0,Canned,60.522,OUT049,1999,Medium,Tier 1,Supermarket Type1,,1000.621
NCV30,20.2,Low Fat,0.066034594,Household,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,,1003.78046
FDT44,16.6,Low Fat,0.102900839,Fruits and Vegetables,116.0466,OUT013,1987,High,Tier 3,Supermarket Type1,,1921.146
FDY60,10.5,Regular,0.026348997,Baking Goods,145.3128,OUT013,1987,High,Tier 3,Supermarket Type1,,2470.812
FDT56,16.0,Regular,0.116246247,Fruits and Vegetables,58.9246,OUT017,2007,,Tier 2,Supermarket Type1,,910.06775
FDV58,20.85,Low Fat,0.121744297,Snack Foods,194.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2638.8962
FDU04,7.93,Low Fat,0.005543818,Frozen Foods,123.2414,OUT013,1987,High,Tier 3,Supermarket Type1,,2110.8303
NCN05,,LF,0.01438965,Health and Hygiene,184.795,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5015.409
FDI53,8.895,Regular,0.138205661,Frozen Foods,161.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2300.1597
FDD34,7.945,Low Fat,0.015876287,Snack Foods,164.121,OUT046,1997,Small,Tier 1,Supermarket Type1,,2585.377
FDW47,,LF,0.046150653,Breads,123.8414,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3295.8074
FDT51,,Regular,0.010865916,Meat,111.4544,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3071.9968
FDO27,6.175,Regular,0.178928452,Meat,96.2752,OUT013,1987,High,Tier 3,Supermarket Type1,,1551.3153
NCQ18,15.75,Low Fat,0.13562303,Household,101.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1420.8195
NCW05,20.25,Low Fat,0.14794938,Health and Hygiene,109.1938,OUT013,1987,High,Tier 3,Supermarket Type1,,1660.3927
FDI15,13.8,Low Fat,0.23659521,Dairy,265.0884,OUT010,1998,,Tier 3,Grocery Store,,1197.2567
NCH43,8.42,Low Fat,0.118117896,Household,216.9192,OUT010,1998,,Tier 3,Grocery Store,,439.41415
FDT40,5.985,Low Fat,0.095944263,Frozen Foods,125.8678,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2098.1875
NCG19,20.25,Low Fat,0.148770339,Household,232.3616,OUT017,2007,,Tier 2,Supermarket Type1,,3542.3467
NCM30,19.1,Low Fat,0.067282681,Household,40.6796,OUT035,2004,Small,Tier 2,Supermarket Type1,,735.1541
FDB38,19.5,Regular,0.027501384,Canned,157.992,OUT017,2007,,Tier 2,Supermarket Type1,,2702.354
FDB22,8.02,Low Fat,0.111440661,Snack Foods,153.8998,OUT046,1997,Small,Tier 1,Supermarket Type1,,2426.3215
FDC58,10.195,Low Fat,0.041942318,Snack Foods,43.8428,OUT046,1997,Small,Tier 1,Supermarket Type1,,655.4318
NCI29,8.6,Low Fat,0.032594398,Health and Hygiene,140.6154,OUT013,1987,High,Tier 3,Supermarket Type1,,2100.8772
FDA23,9.8,Low Fat,0.078981428,Baking Goods,100.1016,OUT010,1998,,Tier 3,Grocery Store,,223.53311
DRG48,5.78,Low Fat,0.014542953,Soft Drinks,143.9102,OUT013,1987,High,Tier 3,Supermarket Type1,,2357.7693
FDV21,11.5,Low Fat,0.170940574,Snack Foods,125.2704,OUT013,1987,High,Tier 3,Supermarket Type1,,2031.6893
NCG18,,Low Fat,0.04023134,Household,101.2332,OUT019,1985,Small,Tier 1,Grocery Store,,276.59482
FDG40,13.65,Low Fat,0.039905111,Frozen Foods,34.4558,OUT045,2002,,Tier 2,Supermarket Type1,,622.4688
FDU24,6.78,Regular,0.140734003,Baking Goods,94.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1368.3708
FDA22,7.435,Low Fat,0.084583664,Starchy Foods,166.2158,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2605.797
FDY35,17.6,Regular,0.016027681,Breads,46.2402,OUT046,1997,Small,Tier 1,Supermarket Type1,,795.04865
FDJ15,11.35,Regular,0.023369776,Dairy,182.4608,OUT045,2002,,Tier 2,Supermarket Type1,,3265.7163
NCW18,15.1,Low Fat,0.0,Household,236.6248,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3317.5303
FDK56,9.695,Low Fat,0.130527569,Fruits and Vegetables,188.9898,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3026.0698
FDF44,7.17,Regular,0.059728023,Fruits and Vegetables,132.2968,OUT046,1997,Small,Tier 1,Supermarket Type1,,2061.2893
FDP51,13.85,Regular,0.085407568,Meat,119.9124,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2056.2192
FDU22,,Low Fat,0.09284476,Snack Foods,116.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3262.6936
FDM28,15.7,Low Fat,0.045459546,Frozen Foods,178.266,OUT017,2007,,Tier 2,Supermarket Type1,,2913.5945
NCL42,18.85,Low Fat,0.040371605,Household,244.1144,OUT046,1997,Small,Tier 1,Supermarket Type1,,4200.1436
FDJ15,,Regular,0.040834648,Dairy,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,,566.47
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,113.4834,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1646.5879
DRL11,10.5,Low Fat,0.048018161,Hard Drinks,159.1946,OUT046,1997,Small,Tier 1,Supermarket Type1,,2491.6406
DRO59,11.8,Low Fat,0.054374854,Hard Drinks,75.5012,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1039.0262
FDA07,,Regular,0.054180044,Fruits and Vegetables,123.5072,OUT019,1985,Small,Tier 1,Grocery Store,,284.81436
NCO53,16.2,Low Fat,0.175038703,Health and Hygiene,182.1608,OUT013,1987,High,Tier 3,Supermarket Type1,,2978.4668
FDO21,11.6,Regular,0.00978282,Snack Foods,224.8404,OUT045,2002,,Tier 2,Supermarket Type1,,3689.7434
FDW39,6.69,Regular,0.0,Meat,178.037,OUT045,2002,,Tier 2,Supermarket Type1,,2930.9155
NCV17,18.85,Low Fat,0.016094145,Health and Hygiene,130.7626,OUT013,1987,High,Tier 3,Supermarket Type1,,2132.2983
FDE22,9.695,LF,0.02957281,Snack Foods,158.192,OUT046,1997,Small,Tier 1,Supermarket Type1,,2601.645
NCB06,17.6,Low Fat,0.08266746,Health and Hygiene,158.492,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2374.0781
DRF48,5.73,Low Fat,0.052094476,Soft Drinks,185.4898,OUT017,2007,,Tier 2,Supermarket Type1,,3199.231
FDB05,5.155,Low Fat,0.083129106,Frozen Foods,248.1776,OUT013,1987,High,Tier 3,Supermarket Type1,,3971.0967
FDP28,,Regular,0.080249973,Frozen Foods,259.4936,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5906.8916
FDP23,6.71,Low Fat,0.035586859,Breads,219.5166,OUT046,1997,Small,Tier 1,Supermarket Type1,,3720.2754
NCS41,12.85,Low Fat,0.0,Health and Hygiene,182.6608,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2726.2556
FDS40,15.35,Low Fat,0.014076503,Frozen Foods,38.419,OUT018,2009,Medium,Tier 3,Supermarket Type2,,492.6561
FDA16,6.695,Low Fat,0.034133984,Frozen Foods,219.5456,OUT017,2007,,Tier 2,Supermarket Type1,,3850.2043
FDN20,19.35,Low Fat,0.0,Fruits and Vegetables,167.1474,OUT035,2004,Small,Tier 2,Supermarket Type1,,2985.4045
FDF04,,Low Fat,0.013571008,Frozen Foods,258.5304,OUT027,1985,Medium,Tier 3,Supermarket Type3,,7304.893
DRG36,14.15,LF,0.095766751,Soft Drinks,170.2106,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2493.7717
FDW16,17.35,Regular,0.041643181,Frozen Foods,93.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1261.2928
FDU09,7.71,Regular,0.06697384,Snack Foods,54.1956,OUT017,2007,,Tier 2,Supermarket Type1,,901.7979
FDW01,14.5,Low Fat,0.064060518,Canned,154.0682,OUT046,1997,Small,Tier 1,Supermarket Type1,,2450.9639
FDB15,10.895,Low Fat,0.137088198,Dairy,265.0568,OUT045,2002,,Tier 2,Supermarket Type1,,4162.933
NCJ17,7.68,Low Fat,0.152793675,Health and Hygiene,86.2224,OUT049,1999,Medium,Tier 1,Supermarket Type1,,1404.9984
NCT18,14.6,Low Fat,0.059647144,Household,183.0976,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2613.6794
FDG16,15.25,LF,0.090182684,Frozen Foods,214.4192,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2884.2378
FDP27,8.155,Low Fat,0.120126301,Meat,191.653,OUT017,2007,,Tier 2,Supermarket Type1,,3157.946
FDQ44,,Low Fat,0.035965286,Fruits and Vegetables,121.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3051.0132
FDL50,,Regular,0.042108175,Canned,125.5046,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3332.9888
FDW57,,Regular,0.115117203,Snack Foods,178.6028,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4727.511
FDS34,19.35,Regular,0.076695199,Snack Foods,114.5518,OUT013,1987,High,Tier 3,Supermarket Type1,,1912.9806
NCV30,20.2,Low Fat,0.06591962,Household,61.251,OUT035,2004,Small,Tier 2,Supermarket Type1,,1031.1638
FDD26,8.71,Regular,0.072449393,Canned,185.2924,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2920.3582
FDA03,18.5,Regular,0.045555975,Dairy,147.1102,OUT045,2002,,Tier 2,Supermarket Type1,,2406.5674
FDS27,10.195,Regular,0.012508892,Meat,195.611,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2819.2659
FDM12,16.7,Regular,0.069858811,Baking Goods,187.8214,OUT013,1987,High,Tier 3,Supermarket Type1,,3247.6685
NCV42,,Low Fat,0.031269817,Household,110.1228,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3120.1172
NCS41,12.85,Low Fat,0.0,Health and Hygiene,184.2608,OUT046,1997,Small,Tier 1,Supermarket Type1,,2921.0935
FDN56,5.46,Regular,0.107493292,Fruits and Vegetables,142.5786,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1787.1641
DRK59,8.895,Low Fat,0.075449827,Hard Drinks,233.2616,OUT046,1997,Small,Tier 1,Supermarket Type1,,3636.9097
NCG18,15.3,Low Fat,0.022977902,Household,103.1332,OUT046,1997,Small,Tier 1,Supermarket Type1,,1676.0402
NCN26,10.85,Low Fat,0.028842119,Household,116.9808,OUT017,2007,,Tier 2,Supermarket Type1,,2067.657
FDI60,,Regular,0.038135648,Baking Goods,62.851,OUT027,1985,Medium,Tier 3,Supermarket Type3,,1763.064
NCI43,19.85,Low Fat,0.02600908,Household,49.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,,777.0826
NCL17,7.39,Low Fat,0.067885092,Health and Hygiene,143.0812,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2180.157
FDQ19,,Regular,0.0,Fruits and Vegetables,244.3512,OUT019,1985,Small,Tier 1,Grocery Store,,576.4713
FDY43,14.85,Low Fat,0.098555228,Fruits and Vegetables,166.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2741.7485
FDR36,6.715,Regular,0.12177541,Baking Goods,43.0454,OUT049,1999,Medium,Tier 1,Supermarket Type1,,700.1988
FDJ58,15.6,Regular,0.10545978,Snack Foods,172.4764,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2970.9055
DRY23,9.395,Regular,0.109317621,Soft Drinks,43.8112,OUT045,2002,,Tier 2,Supermarket Type1,,694.9462
FDK26,,Regular,0.0,Canned,187.524,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4920.8765
DRH03,17.25,Low Fat,0.03513543,Dairy,94.712,OUT045,2002,,Tier 2,Supermarket Type1,,1506.6841
FDC10,9.8,Regular,0.121982284,Snack Foods,119.7098,OUT010,1998,,Tier 3,Grocery Store,,271.84662
FDD23,9.5,Regular,0.048645015,Starchy Foods,186.1898,OUT013,1987,High,Tier 3,Supermarket Type1,,3130.3735
FDP32,6.65,Low Fat,0.087847281,Fruits and Vegetables,126.7678,OUT045,2002,,Tier 2,Supermarket Type1,,1776.9512
FDO31,6.76,Regular,0.028977202,Fruits and Vegetables,80.296,OUT035,2004,Small,Tier 2,Supermarket Type1,,1448.9888
FDQ57,7.275,Low Fat,0.0,Snack Foods,144.576,OUT013,1987,High,Tier 3,Supermarket Type1,,2414.458
FDX32,,Regular,0.099374679,Fruits and Vegetables,143.6786,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3779.4263
FDC39,,Low Fat,0.158424516,Dairy,207.8296,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4453.6978
FDU55,16.2,Low Fat,0.035911275,Fruits and Vegetables,261.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,,4106.1655
FDL45,15.6,Low Fat,0.037656474,Snack Foods,123.4704,OUT013,1987,High,Tier 3,Supermarket Type1,,2100.2676
DRK37,5.0,Low Fat,0.04407309,Soft Drinks,188.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,,3271.7258
FDK22,9.8,Low Fat,0.026064791,Snack Foods,215.385,OUT013,1987,High,Tier 3,Supermarket Type1,,3355.1064
DRG37,,Low Fat,0.0,Soft Drinks,155.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4529.138
FDK22,9.8,Low Fat,0.026234055,Snack Foods,214.385,OUT017,2007,,Tier 2,Supermarket Type1,,3530.4463
DRH36,16.2,Low Fat,0.033516036,Soft Drinks,72.8696,OUT018,2009,Medium,Tier 3,Supermarket Type2,,967.304
DRC36,13.0,Regular,0.045168123,Soft Drinks,173.4054,OUT018,2009,Medium,Tier 3,Supermarket Type2,,2656.7651
DRE03,,Low Fat,0.024109582,Dairy,46.0718,OUT027,1985,Medium,Tier 3,Supermarket Type3,,1029.6635
FDF34,9.3,Regular,0.014019393,Snack Foods,196.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,,2806.7668
FDZ22,9.395,Low Fat,0.045269896,Snack Foods,82.125,OUT046,1997,Small,Tier 1,Supermarket Type1,,1322.9933
